Source,Geography,Race,Education,Cause,Deaths
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Testicular Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Throat Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Uterine Cancer,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Accidental Shooting,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),All Other Unintentional Injury,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Testicular Cancer,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),All other Chronic Liver Disease and Cirrhosis,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),All other Chronic Lower Respiratory Diseases,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),All other Diseases of the Genitourinary System,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Suffocation,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Stomach Cancer,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),All other Other Diseases of Circulatory System,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Hypertensive Heart Disease,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Aortic Aneurysm and Dissection,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Asthma,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Birth-Related Infections,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Bladder Cancer,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Brain Cancer,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Breast Cancer,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Bronchitis,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Cervical Cancer,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Drowning,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Emphysema,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Falls,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Fire and Smoke Exposure,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Flu,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Hardening of the Arteries,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),High Blood Pressure (Hypertension),0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Skin Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Disorders Related to Drug Use,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Diabetes,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Colon Cancer,0.0
OASIS,DeKalb,Asian,Less than High School Education,Asthma,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Cervical Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Bronchitis,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Breast Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Brain Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Bladder Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Birth-Related Infections,0.0
OASIS,DeKalb,Asian,Less than High School Education,Bladder Cancer,0.0
OASIS,DeKalb,Asian,Less than High School Education,Brain Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Asthma,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Assault (Homicide),0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Rheumatic Fever and Heart Diseases,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Alzheimer's Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),All other Other Diseases of Circulatory System,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),All other Mental and Behavioral Disorders,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),"All other Endocrine, Nutritional and Metabolic Diseases",0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),All other Diseases of the Nervous System,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),All other Diseases of the Genitourinary System,0.0
OASIS,DeKalb,Asian,Less than High School Education,Bronchitis,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),All other Chronic Lower Respiratory Diseases,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),All other Chronic Liver Disease and Cirrhosis,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),All Other Unintentional Injury,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Alcoholic Liver Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Accidental Shooting,0.0
NCHS,Fulton,White,Some College or Higher,Testicular Cancer,0.0
OASIS,DeKalb,Asian,Less than High School Education,Cervical Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Aortic Aneurysm and Dissection,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Sickle Cell Anemia,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Lung Cancer,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Skin Cancer,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Stomach Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Liver Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Leukemia,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Legal Intervention,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Lack of Oxygen to the Fetus,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Kidney Infections,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Testicular Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Kidney Diseases,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Kidney Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Intentional Self-Harm (Suicide),0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Hypertensive Heart and Chronic Kidney Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Drowning,0.0
OASIS,DeKalb,Asian,Less than High School Education,Accidental Shooting,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Hypertensive Heart Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),High Blood Pressure (Hypertension),0.0
OASIS,DeKalb,Asian,Less than High School Education,Alcoholic Liver Disease,0.0
OASIS,DeKalb,Asian,Less than High School Education,All Other Unintentional Injury,0.0
OASIS,DeKalb,Asian,Less than High School Education,All other Chronic Liver Disease and Cirrhosis,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Hardening of the Arteries,0.0
OASIS,DeKalb,Asian,Less than High School Education,All other Diseases of the Genitourinary System,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Flu,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Fire and Smoke Exposure,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Falls,0.0
OASIS,DeKalb,Asian,Less than High School Education,All other Mental and Behavioral Disorders,0.0
OASIS,DeKalb,Asian,Less than High School Education,All other Other Diseases of Circulatory System,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Emphysema,0.0
OASIS,DeKalb,Asian,Less than High School Education,Aortic Aneurysm and Dissection,0.0
OASIS,DeKalb,Asian,High School Diploma or GED (12),Throat Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Obstructive Heart Disease (incl. Heart Attack),0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Oral Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Ovarian Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Pancreatic Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Parkinson's Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Assault (Homicide),0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Pneumonia,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Poisoning,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Aortic Aneurysm and Dissection,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Alzheimer's Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,All other Other Diseases of Circulatory System,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Prematurity,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Prostate Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Respiratory Distress Syndrome,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Stomach Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Sickle Cell Anemia,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Skin Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,All other Mental and Behavioral Disorders,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Stomach Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Stroke,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Suffocation,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Testicular Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Throat Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Uterine Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Accidental Shooting,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Alcoholic Liver Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,All Other Unintentional Injury,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,All other Chronic Liver Disease and Cirrhosis,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Rheumatic Fever and Heart Diseases,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Cervical Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Colon Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Diabetes,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Disorders Related to Drug Use,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Drowning,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Emphysema,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Falls,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Fire and Smoke Exposure,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Flu,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Hardening of the Arteries,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,High Blood Pressure (Hypertension),0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Bronchitis,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Hypertensive Heart Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Hypertensive Heart and Chronic Kidney Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Neural Tube Defects,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Kidney Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Breast Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Kidney Diseases,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Kidney Infections,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Lack of Oxygen to the Fetus,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Legal Intervention,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Brain Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Leukemia,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Bladder Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Birth-Related Infections,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Liver Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Lung Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Lymph Cancer (Hodgkin's Disease),0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Asthma,0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Motor Vehicle Crashes (MVC),0.0
OASIS,DeKalb,American Indian or Alaska Native,Less than High School Education,Intentional Self-Harm (Suicide),0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,High Blood Pressure (Hypertension),0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Hypertensive Heart Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Hypertensive Heart and Chronic Kidney Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Intentional Self-Harm (Suicide),0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Kidney Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Kidney Diseases,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Kidney Infections,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Lack of Oxygen to the Fetus,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Legal Intervention,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Leukemia,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Liver Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Lung Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Lymph Cancer (Hodgkin's Disease),0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Uterine Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,All other Chronic Lower Respiratory Diseases,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Obstructive Heart Disease (incl. Heart Attack),0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Oral Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Ovarian Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Pancreatic Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Parkinson's Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Pneumonia,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Poisoning,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Prematurity,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Prostate Cancer,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Respiratory Distress Syndrome,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Rheumatic Fever and Heart Diseases,0.0
OASIS,DeKalb,American Indian or Alaska Native,Some College or Higher,Sickle Cell Anemia,0.0
OASIS,DeKalb,American Indian or Alaska Native,High School Diploma or GED (12),Throat Cancer,0.0
